Hash	Files	Lines Added	Lines Removed	Bugs Induced	Bugs Contributed	Bugs Fixed	Positive Sentiment	Negative Sentiment	Code Score
578e3e1e082898344c85c3bd69ce32fbd97887bc	4	5	5	0	0	0	1	-1	0
7f724f6065f3aef8a9b5ab7faeef05d1c0811bd1	1	5	5	0	0	0	1	-1	0
8e0c7ae12a2a40898464ba49348959190e1e8678	3	30	45	0	0	0	1	-1	0
6c7ef1fbf188a43a30e0943f000d63e32251717d	3	44	2	0	0	0	1	-1	0
f5514b6b9915a266da32f129890cf327cee76df4	2	34	32	0	0	0	1	-1	0
58f1f88f8d5f52671e5bc4068f465b14f505d4b7	1	29	0	0	0	0	1	-1	0
839e12666693deb37a4c07f6cc49de26312d18f6	1	1	0	0	0	0	1	-1	0
f6e30db28080cd945e003175c525a4ed819b0b91	1	32	1	0	0	0	1	-1	0
460d7b95efe159c40124beb005445623f6a5babe	1	4	0	0	0	0	1	-1	0
64fa394a9f1714affd85b43e74319331e7bb5a00	3	35	33	0	0	0	1	-1	0
577bd663b34c34ef42747ffd54bc367c526aa423	3	23	1	0	0	0	1	-1	0
fa11cacd1fef558e7a3c9e16024c3becd8ad0510	1	3	3	0	0	0	1	-1	0
9957bd4dbc6591ef23e9756e6784c3490b134fab	5	55	12	0	0	0	1	-1	0
f8dc46dd7bd6ce13421612a2a1be476566bc1250	2	14	0	0	0	0	1	-1	0
1225d1c43ad11a7943cb84fa884fc4467c8bb7eb	1	1	1	0	0	0	1	-1	0
8a7575fdc000fcf058d307d49e79f37cb15fa8ad	4	12	43	0	0	0	1	-1	0
277fa849ffe1c61bfbbf5f79bd49928fa95c6a30	3	16	6	0	0	0	1	-1	0
e55b2d5a06650793bf133ad2866ec10db2b0e362	1	8	0	0	0	0	1	-1	0
23bb0d984561648bb03a06744a4af58e1599dba9	1	8	1	0	0	0	1	-1	0
3cc173b54641125150e5326fd007b920241f9df5	1	4	1	0	0	0	1	-1	0
89a61fed3156b437002b09c9a3cb788fafd85666	1	74	14	0	0	0	1	-1	0
5944ff3a6347acfdcdba30b6cb923026b3104540	1	6	1	0	0	0	1	-1	0
e003b9853da92e9e0e5227094b2c55f6a67d98be	1	2	2	0	0	0	1	-1	0
95c9648c705a6dcfd327fefb5397d2fd96b09897	1	2	1	0	0	0	1	-1	0
ba345d2b775f1a706daca512869a9a02815717d4	1	817	0	0	0	0	1	-1	0
87b51deb6fa9aa2981a2594fd723376745d28ced	1	6	1	0	0	0	1	-1	0
4c0b6c67a366c90e226ceab681bfb5389e600e1e	1	1	1	0	0	0	1	-1	0
d44dbaf9b1e3b8e13ed4bbc0e32078c78ed68dea	1	3	1	0	0	0	1	-1	0
a3f2ab58b414cad626a7756e6004ce8619a36e4c	1	7	0	0	0	0	1	-1	0
70034a5a6ae844334e193b3a9c7dfe9b1b5a1e6e	2	33	6	0	0	0	1	-1	0
91d7a9302333b5cca051ea2be05a53ac78c7ec3e	2	32	28	0	0	0	1	-1	0
4aa523b70a6f8652ac2249182e60a96834e759de	1	4	0	0	0	0	1	-1	0
93d3f055326d9cbd3f0cf79ab5bcc9052bc8e433	2	9	5	0	0	0	1	-1	0
5cd8fa9a86b182657394e4d28c2d9ce7f8e95077	1	6	6	0	0	0	1	-1	0
bf63784c7eba9fd61a76eed6ad713490ac0dd414	2	37	21	0	0	0	1	-1	0
436fd1f3bd9dc0f6314a021ecc7da9d46a7d2a3e	1	5	0	0	0	0	1	-1	0
99e5bde6095c8960d3db9f2200a40337dbcc973e	1	3	3	0	0	0	1	-1	0
eb2340467418c72d6b2a9f12d3cb3c43b1adade1	1	4	12	0	0	0	1	-1	0
36fca6c421b4f8cbd09253931922e71ce68671f2	2	39	1	0	0	0	1	-1	0
38cdc6decaf59861578f9c62c7831db9a4d560e8	1	1	1	0	0	0	1	-1	0
62f8c294294280cc613590c53abbb920d60d3bfe	1	9	6	0	0	0	1	-1	0
c0cb34664d75e0cbc7a0a1c5283fee3e4f824b38	1	1	1	0	0	0	1	-1	0
8c0c0ccb95a22ffcf1bec2bb4689e494c9b75531	1	5	0	0	0	0	1	-1	0
a39381875901b79f46c8e36e7279d878924b8a83	1	6	0	0	0	0	1	-1	0
400d2b23ffa04f057567b20f5925f38459d4e8ed	1	1	1	0	0	0	1	-1	0
79e37ef732dc6f5a93683245f1b3b06e9c877ff7	1	2	0	0	0	0	1	-1	0
bd56f3ee5394350f9dbcac4c93b5adbc68bd53cf	1	27	0	0	0	0	1	-1	0
2e8e6370ecc87d52dbbf877ca887edc2832820c1	1	15	1	0	0	0	1	-1	0
c8b483a0744ceb38bc408bdbc38737829cd20010	1	1	1	0	0	0	1	-1	0
b52c6cd52c660b370e38368e7b215ebbcd474625	1	7	2	0	0	0	2	-1	0
e5278a4f38fd6c023a2639904d71c07fc5983af4	6	37	16	0	0	0	1	-1	0
1b9f71ce565aaa23ebe175b6cc1e30a84b83342d	1	1	1	0	0	0	1	-1	0
a06bcf8dbfaee0960cb2c1aa0f065740483340df	2	36	2	0	0	0	1	-1	0
cc3ded4912e3837693e5e82436c52860151a20cb	1	1	2	0	0	0	1	-1	0
d23d37d33c26f9a4408af11add5797b361792f1a	1	39	0	0	0	0	1	-1	0
c17cd906e9f8400aabd5dd3f4b20b1394bac2989	2	22	2	0	0	0	1	-1	0
d595545c5ceb9d5f5aea8d67a737a83187aae79a	1	1	1	0	0	0	3	-1	0
9946d4d7f03231f400cb5eaf2d5ef5e9bf2f491b	2	9	1	0	0	0	1	-1	0
08f4075a520823e095442e96aaabb100d1da065e	1	1	1	0	0	0	1	-1	0
56f3a46f974efbbbd5d76b8bb62c778415062389	1	10	12	0	0	0	2	-1	0
69779d0f081d3a8f9bac6327877d25ea7b3fc938	1	1	1	0	0	0	1	-1	0
b43c32ec85a393cae50fff84a8fa9194c272fdde	1	0	2	0	0	0	1	-1	0
fac67c1837ac46078b9c42daf5cdb7c2c5cb0100	4	64	10	0	0	0	1	-1	0
45c8740afe47338d13b85ea2be58899461c702d8	1	2	1	0	0	0	1	-3	0
5f194852d721680257b70ae9402a735100c26fe8	6	43	16	0	0	0	1	-1	0
702cb1b29be76bcb78cee4ecba5115730a196799	1	1	1	0	0	0	1	-1	0
7b3cf2d418f668f7f017982849949dfc00e172c9	1	10	4	0	0	0	1	-1	0
46e1515e022ec8aeae647b653cd1ce01cdbeb136	1	10	7	0	0	0	1	-1	0
b2199a6f55624477e9767df527771332192d02e7	1	25	0	0	0	0	1	-1	0
2c05c68cba23643d6af98c745621e44bbf26e707	1	3	1	0	0	0	1	-1	0
31cd525a52f5973d476f5d93c55c6dd2e99c8f28	1	3	7	0	0	0	1	-1	0
32040c484d6b61a5364f5054484fa33b71bafab3	1	27	18	0	0	0	1	-1	0
a4a6fda50a115fe65279498c02e20868f1eb76d4	1	1	1	0	0	0	1	-1	0
24021a195691cc8178753e51291a38805d178f56	1	4	4	0	0	0	1	-1	0
8170f7c4c35f98a32ad50ca04dff0bdb03dc8537	1	9	9	0	0	0	1	-1	0
4f1955253ade8bec8595a5f25ae4a3f75943ee45	1	1	1	0	0	0	1	-1	0
26574c6d52e2b64fdb040bdc0f4df62a08a3f71a	4	31	63	0	0	0	1	-1	0
b90d2e664234e72c545e48ab3f0787594a913f10	2	3	3	0	0	0	1	-1	0
80f6c0d9bbb79887492f61ae69900d609620791f	2	2	2	0	0	0	1	-1	0
827c7be9553e12aed5a8f5b4e1ffbc2647eff30c	1	38	29	0	0	0	1	-1	0
32e357235ff8e2509ec25f7bebde05c03f02b02a	1	3	1	0	0	0	1	-1	0
38705c042cdc1b499c40dafbb9412ffc7407e0cd	1	2	0	0	0	0	1	-1	0
730584487a60cfe5fe4cfc87f9d55e65cb7fe7ea	1	0	2	0	0	0	1	-1	0
0068f61a15543101d8e1b6388726753d1c5f021f	1	11	0	0	0	0	1	-1	0
4ecb27bc627ba5e73dbfa9418b30fe1e81db3598	9	84	45	0	0	0	1	-1	0
6bb1885a463bfd0217598546027ea20255004332	1	3	7	0	0	0	1	-1	0
debfdd8c72a7ae7701b51011b5ab332f514ab578	1	7	7	0	0	0	1	-1	0
5413e476dd354c8b873589efd212f27e08f01ada	2	2	6	0	0	0	1	-1	0
7ad73d912721a5334ba99b4d9e2d76bf75370109	1	0	2	0	0	0	1	-1	0
c21345b30a341c1b8099a8be1a142a8b2fe38ece	3	37	6	0	0	0	1	-1	0
9f3b5e5e3070d48550cf59b2ff050d172ced48f5	1	17	0	0	0	0	1	-1	0
021504e53fda6b1ff71a35ca9098f68c89b5b04b	1	4	0	0	0	0	1	-1	0
57e8f41dbede8cf27bac9cca41c42613f43e9ed7	4	101	3	0	0	0	1	-1	0
6ef0364482941f057ef1f126b5713d648cbaa509	1	1	1	0	0	0	1	-1	0
7be15e4294fa9fee72bdb4c289b3b74e2b5a519e	1	1	1	0	0	0	1	-1	0
a8c37154d62a10ec199202ca235d2d4c8b643fca	1	4	0	0	0	0	1	-1	0
1df96ee34efe4f17c91d20abfff3a1949ffbaa71	1	1	1	0	0	0	1	-1	0
2a68134cef379bcfe9a17b29f9dc31d9b158f2e0	3	16	11	0	0	0	1	-1	0
c1f6ad11abc2486b59e3b1c12833d3983a2f3de8	1	2	8	0	0	0	1	-1	0
daa5530f1d004f92d25a8352eaff34a2df799755	3	20	8	0	0	0	1	-1	0
bc71c929fedfa89578f338e2b0346882aef8fd82	1	31	22	0	0	0	1	-1	0
ab501c9eeeafa0af520040f1cc7935c98588a6af	1	0	11	0	0	0	1	-1	0
21028f78badd7249177663923cc8154f76830718	1	12	0	0	0	0	1	-1	0
640d09d722e84aba66d6edb0506683af72ce1a64	1	32	0	0	0	0	1	-1	0
363b27f9890d0d3c3e9ba2000a5f6e56248cc7d0	1	68	2	0	0	0	1	-1	0
fdc01a90018183fa9873476f76df197a74c57367	1	1	3	0	0	0	2	-1	0
cd70585873d7986431fd682844726dfbce1cf9a1	3	123	1	0	0	0	1	-1	0
10307004a9aa363cd5f92cc2758f7ab9dd9644b9	1	7	0	0	0	0	1	-1	0
bcd58de243459cc5af8cb81731907a125734d469	1	1	1	0	0	0	1	-3	0
45869b0c201d5ecf1eb23f2901bd2bb351bf5f55	1	2	0	0	0	0	1	-1	0
2f23b277e73273953755636c3af9b33bc79e397f	1	1	1	0	0	0	1	-1	0
069c24bcc712af7d776c841c3384007f904f5e21	1	13	0	0	0	0	1	-1	0
feaf22ae84130bd1f280de08f9c20531edb92f73	2	16	1	0	0	0	1	-1	0
862a646c7d4054e056feace0bb2591014284be9c	1	11	5	0	0	0	1	-1	0
8099e4b34e4aba4ba4f3177c1252be98e47977ac	1	2	0	0	0	0	1	-1	0
60cca83f0bbd628b3086b9a20d41a198f4b4769d	1	4	1	0	0	0	1	-1	0
bd59be00ab6fca0ef2b34541ba3cdf3a5dce53b7	2	45	3	0	0	0	2	-1	0
765dea3cc179935f2156eacbcff8dd88a51e1e75	2	7	4	0	0	0	1	-1	0
31a132a6d3e79b6fd34245ffa6c0cfa370c5d1e4	3	17	4	0	0	0	1	-1	0
ddb0a86573b2685e112562a7320af9af96094a10	2	10	4	0	0	0	1	-1	0
6c7d0ce8371d167b13fb332ee26d75b0b02abac0	1	4	0	0	0	0	1	-1	0
97e4806675acc0edbb70b2137ab7b8592e4afaee	4	36	11	0	0	0	1	-1	0
37e552bd2dc64f1a4309edca1364d3260ec2390f	1	1	0	0	0	0	1	-1	0
927d9477af836cf88efbf7f90ece3ab3b0166af1	1	6	1	0	0	0	1	-1	0
55b9d48f93b023fb693ce278bea3c225b6b19103	1	35	20	0	0	0	1	-1	0
a9904fd48db6b85f78d2310940af3e178cfc6478	1	4	0	0	0	0	1	-1	0
f6f43a0731e93128fbcf260ad776a4ed420931d8	1	5	0	0	0	0	1	-1	0
2516ce8ff4c1e4acf17497ea9f48a739220008a9	1	6	0	0	0	0	1	-1	0
7d417455b600203943e345ecd3e20051eb936c2e	1	15	0	0	0	0	1	-1	0
867b618b61f131a5109be43ba51985f977ad11e0	1	2	3	0	0	0	1	-1	0
ead073885b64c61454ec2b9580567dfac5e1bb67	1	10	0	0	0	0	1	-1	0
6fd56a90be6f281b5cf80e8dc77006d447d9aaab	2	12	19	0	0	0	1	-1	0
f64697e27d9c6c168ac277df21a17779fe8c48b9	1	1	3	0	0	0	1	-1	0
a0572f02ace66dc109bae1530372d7d392fbdbf3	1	39	37	0	0	0	1	-1	0
62f9ea8ff296f84c549f3d8c89aca375eaaf86bf	4	70	12	0	0	0	1	-1	0
455cd8ea14d15f6db8ce9d487a12a680759973d3	3	48	0	0	0	0	1	-1	0
3afbc89a6482970677e76a91ddd6f65fe8ddba0d	1	6	20	0	0	0	1	-1	0
e435b7b96d2117845d1cdec742e7644c70e9458c	1	5	1	0	0	0	1	-1	0
8c0a56f4aee897c64260f0162d994d1f152c2d45	4	68	9	0	0	0	1	-1	0
5bbd722c68537b3caff8c57d96a892ad4fb38e0c	1	5	1	0	0	0	1	-1	0
b8795f0479a52e476dc6d57bfc7809f1664b3540	6	12	1	0	0	0	1	-1	0
ecdb521b5eee40aa2d0b2549e88a9d0236820f43	1	5	0	0	0	0	1	-1	0
98bdbe7a767c7b8b1434aad46f735515e0283b3f	1	3	1	0	0	0	2	-1	0
97ef894fc97ce3bd6457a1a7d89a5659e723d6fe	1	1	1	0	0	0	1	-1	0
7b8e851e31c31daee06989407f1cf1fc5986310f	1	1	1	0	0	0	1	-1	0
e83b388e6d66f412a4ff3860dff10fd471e14f79	1	2	1	0	0	0	1	-2	0
274ea9c68ea6b63757ca91eebc6647fa2b2bb788	1	1	1	0	0	0	1	-1	0
cec26f900906a121f1a3474a15870dcd0ac508e7	1	17	2	0	0	0	1	-1	0
253d7732eeed4bca64684402d45e5e464dd99255	1	22	0	0	0	0	1	-1	0
8aac70529dab450af14f74406c941271060b276d	1	10	3	0	0	0	1	-2	0
d8c0e9e4dd36355c0df62b6034f8754704309b6d	4	29	8	0	0	0	1	-2	0
b8de9d12faea4d858af71bde35d5faaa5f4f6833	1	3	0	0	0	0	1	-2	0
0d996b7fed70eab84e5d321e9eb49d79f133ed19	1	30	17	0	0	0	1	-1	0
151e7ce18ffaadc1b10a248fb34e590e2e4653a4	2	2	2	0	0	0	1	-1	0
798e8041943d0b6616235506b2810736bbae66fe	1	6	0	0	0	0	1	-1	0
7207c85fc3b9c90d17219f90878b4fa3ae88a51c	1	1	1	0	0	0	1	-1	0
b8f437a583b195e6303ffa7f4c579397dffc5366	1	1	4	0	0	0	1	-2	0
f151a5f95ceec3a354e7e66701371afa2b5af165	1	1	1	0	0	0	1	-1	0
64dd2b64b59f260037122753815ee530a72d84ff	1	7	2	0	0	0	1	-1	0
696c4f1ac0e6916b0d0cfbe4d9f21cc044e6d506	1	1	1	0	0	0	1	-1	0
e6990b5bfa8f9bb584b3468b9cb9bf15a05c96ab	1	5	1	0	0	0	1	-1	0
ef24a77cbe2b9c1ce9e7c0d4b275e49019ec549b	1	10	1	0	0	0	1	-1	0
11ecaa67d40e1f07c4d6544383239652ec08abf8	1	13	2	0	0	0	1	-1	0
3da8d1a64b9b077b19e49f80912f0f05dda370fb	1	1	1	0	0	0	1	-2	0
b2b2e55b1dc0dc8a65dc7ef138d9fc98b697df1e	2	28	35	0	0	0	1	-1	0
77b81532815cd2bda862f0381bc2364f6bc169c1	3	19	15	0	0	0	1	-1	0
234097273a024bf664879cbb6ad59cfae27f3bc6	1	17	0	0	0	0	1	-1	0
400bbdaf5b58fa0b7fe4b30630b1c65ceea53143	1	65	0	0	0	0	1	-1	0
65ae5f44e1a4323630cf15595df0a514d2ed4537	1	4	57	0	0	0	1	-1	0
5ae92ea022c3775ed2f5fc3532824be477d4a991	1	8	3	0	0	0	1	-1	0
81114c22d36c46efbfad1858456193634e0ee596	1	1	1	0	0	0	1	-1	0
6a1f2936f4ae340859bff5e6e87a23c66f64a108	2	28	2	0	0	0	1	-1	0
24a7743c1d977fa358054919e06cdaa3f4ef601c	1	2	2	0	0	0	1	-1	0
8e68f19bb3a2612e559158f8e812ded239df87a3	1	3	0	0	0	0	1	-1	0
fd3aa47a0f68c17eb620c4af5b5c8a519ef23af7	1	7	0	0	0	0	1	-1	0
b956eb091abab9f2e7e1e9e5c6907ef5535d594f	1	12	3	0	0	0	1	-1	0
688a0c549a620edbe2a7b38fb993a61416f8a54d	1	1	1	0	0	0	1	-2	0
5d10d42b2339bdb238794cd8159df1202a719ce6	1	1	1	0	0	0	1	-2	0
503a174d309d867a006cb23852e414eaf5bc3a53	2	29	5	0	0	0	1	-1	0
a008b1c8209994dc6b76753123d25f5193cf349f	1	1	1	0	0	0	1	-1	0
bd8e8ec889fc8bebf745d258530d5b7df7ef666e	3	5	3	0	0	0	1	-1	0
8acd07eb6bfad624f4a66cd799cc00365d758f6b	1	1	0	0	0	0	1	-2	0
7ef53f943a15bd041ec3acc0c70aae46b166a504	3	8	11	0	0	0	1	-1	0
b5733d63be72bf2659b5a70deb5e7862fb12fe0d	3	62	5	0	0	0	1	-1	0
75156c3e371baba3d8d0e7ea5e96dd9e9c850474	1	37	5	0	0	0	1	-1	0
e4de4f513920d5af229c1100267372769601979f	3	10	9	0	0	0	1	-1	0
3738e82225876be0d0a3743e5c54251ad56fdef7	1	6	0	0	0	0	1	-1	0
ca9ecb247890a4c45623eb23f592ac0bb8ee350a	1	4	1	0	0	0	1	-1	0
7581341b30360c323a9817180de7d900364e4c9d	1	2	3	0	0	0	1	-1	0
a92734e8ab8b17ed1008afff0a498d53cf95d2fe	1	32	0	0	0	0	1	-1	0
c3e6447386ca35f2221d66474cf2f6a298c8e7ea	3	23	13	0	0	0	1	-1	0
c7c80705e91e57f989c30d60626044fec17da5e0	1	4	3	0	0	0	1	-1	0
6f4040c15f0dcf9f1d5ca6eee6ec53e1aff0eebe	1	4	0	0	0	0	1	-1	0
0aa344104c833aafc2f6a31fba3cc78db5d5b02d	1	8	0	0	0	0	1	-1	0
9090da7b2213a34c0ce3146c4c50689e4c197f08	1	5	0	0	0	0	1	-1	0
6cfda8916342d9025d7935bdeaa4f95880b86b25	1	8	1	0	0	0	1	-1	0
eaf192571963e2ac426a1f7cfeeba062dcce98e5	3	166	1	0	0	0	1	-1	0
49b76365bbc48cccd57822c498423167e0996444	5	165	186	0	0	0	1	-1	0
cd674e69dd5257dc523a1ed844691850a730867c	1	1	1	0	0	0	1	-1	0
13c20605b0b19be7dc5410184732b07caa2a368f	1	4	1	0	0	0	1	-1	0
09388df912ebb1b47feb996f6cba7c0d3fa2e03b	1	17	10	0	0	0	1	-1	0
b68906c027762409cfff8f7b956899f454a788cc	1	1	1	0	0	0	1	-1	0
8820c0208c836755029377fc0f4454f605de5295	1	10	7	0	0	0	1	-1	0
2fdb312b79d846f30b57ff34b471be2188e0128d	1	2	0	0	0	0	1	-1	0
b237dbdbe41567bea06e580731abf27dfacb4a7e	1	10	4	0	0	0	1	-1	0
143d8481d796cc350d37ac2cf74386e6723b80be	1	1	0	0	0	0	1	-1	0
a054ab7c6787d8f2e9e09740ab39898f8c9f4cdb	2	18	0	0	0	0	1	-1	0
41dddcf334865d0918c4bd93d23a7da642dead47	2	12	8	0	0	0	1	-1	0
443693bc3e9d9ce00664ab7a44c433488d307fb2	2	9	9	0	0	0	1	-1	0
136a532a324548bb02da37512d98c81ad67c8c83	1	1	1	0	0	0	1	-1	0
9aadda2ce92b667350611593194f79ac85eabbc1	6	77	14	0	0	0	1	-1	0
8f724004808251b6e87dd204d1765fe6d680ab27	2	7	2	0	0	0	1	-1	0
9da772fa98322cd5bbb64b90bbac4ebbf40d2b6f	3	60	3	0	0	0	1	-1	0
c216ac54874dd2b1e76195dae543e2cdd64cf98d	1	1	1	0	0	0	1	-1	0
2d839072c133a4c0c4674e1bc9961ad99d2e1b55	1	6	0	0	0	0	1	-1	0
87667f01e3152dd04b070b167f1366189372db92	1	2	1	0	0	0	1	-1	0
f7e7f3f8e778b692a79aff77cb215cc62a81a1c0	1	22	2	0	0	0	1	-1	0
c9cf5985d48c97230e25dad1843d70225cdf48c7	3	109	1	0	0	0	1	-1	0
77d1a60129085740604607b0cb09a26a548a9e8f	1	2	0	0	0	0	1	-1	0
5f36ebcbc8e77448df4f3e0e7fbf7ca20f325fc3	1	12	9	0	0	0	1	-1	0
3372a3258dabc9db939d71281f8fb58b4a5ce39a	1	8	0	0	0	0	1	-1	0
08e79738ebcd98c9528b78d0c47dcb748696c160	5	38	14	0	0	0	1	-1	0
778057e2a1317d92c8841608df3214634c071024	1	23	0	0	0	0	1	-1	0
2be1ac72ff2a4016f681cb9cce92df0c0cb669d0	1	6	0	0	0	0	1	-1	0
a8136c6ed15fd3546a40cb8dd0de5f7d399a07df	1	4	0	0	0	0	1	-1	0
c91cee96c3cf1687556714456d104471a594fcc1	1	7	0	0	0	0	1	-1	0
dd5865980e861a8f8658d28ba442a308abc5174b	2	212	95	0	0	0	1	-1	0
b8098b205b5c84344090e688c024f454011bf89e	1	0	1	0	0	0	1	-1	0
e8d06e247b46d0b9f30157bd14071badd7b37e53	1	1	1	0	0	0	1	-1	0
13da5b56a97732fd2fb41bd9cacf49ba7c73dc2b	3	37	15	0	0	0	1	-1	0
e2e35c3bb33efa6a2d93f4d4773afc29ff4d72a9	1	1	0	0	0	0	1	-1	0
2265da1602f054106dbc000751432c07fd6beace	1	11	5	0	0	0	1	-1	0
5873930e7ee0f68f9da5c3be622e32547fa9a16a	1	1	6	0	0	0	1	-1	0
829a69e1ab3c5fb6a35ac3578663e3ac9f4c8139	1	3	0	0	0	0	1	-1	0
d3ce09f69b12d873a9fb1c538b0c02885f9509f7	1	5	10	0	0	0	1	-1	0
4c2e34be214ba69e37af8bbaf98b9b74199f6423	1	2	0	0	0	0	1	-1	0
d90cc78ab4f103029f0b9c254190ec657e8bdc65	1	13	1	0	0	0	1	-1	0
fe4ffa5188152df63672059f73d915c45486f866	1	2	0	0	0	0	1	-1	0
a4a9be1129140f0bcba23a6f2a7ed709e815a3c9	1	49	0	0	0	0	1	-1	0
0ab44a0856a2da18d3dd590e35f55c14654c658c	3	37	4	0	0	0	1	-1	0
8eeeb69e1ad78087ed8e27d3895bf3925b047249	1	4	0	0	0	0	1	-1	0
865f5d736fa773cb5d1d36318bb50853f3c79abc	1	14	0	0	0	0	1	-1	0
bb63a800d889c8dd903a0770233e91419cc41a54	1	1	1	0	0	0	1	-1	0
5d21d95b2929863e2caeb010542f228952cbed43	1	1	2	0	0	0	1	-1	0
11ae8ec7f34529c6fa8b71e951d53118ce0df146	1	0	2	0	0	0	1	-1	0
fa21e6d69cb318e56db4cab2c00dffa131fefe77	1	1	0	0	0	0	1	-1	0
2b1d1ae05d1452135dc9f0e52300128f1a86694e	1	3	3	0	0	0	1	-1	0
c7e14b2bebd7bc291f37fb4be28200a2fe788173	1	1	1	0	0	0	1	-1	0
0bc0e254bb19c0d7bb37ae823ede45c9c7484365	1	10	2	0	0	0	1	-1	0
81c9a57ee450562a14b65957e2ff0762a9d99c03	1	49	0	0	0	0	1	-1	0
4b2b52d859003217cb27711557586a8e7395d1c8	2	42	2	0	0	0	1	-1	0
14efecc474a473c8a69a571e1ea863175dd3895a	1	0	1	0	0	0	1	-1	0
7c827372b7cedec700b95eb3a378309f932d62c0	4	40	8	0	0	0	1	-1	0
096af3c696d932b99e19b414694c47584c7a7861	1	1	1	0	0	0	1	-1	0
47002a488e40cd5564dca3cbbc4e005b4c845cf1	1	2	2	0	0	0	1	-1	0
439329a7c8ed9c43af6f39e833f4806d4031a1e9	1	3	0	0	0	0	1	-1	0
10a02b397585f80cfcc58c99798f90ab3aeb7069	2	8	2	0	0	0	1	-1	0
a040ce7026843e1b8677c9d692a1268e6c1aea55	1	1	1	0	0	0	1	-1	0
f0ecb061e61a6441d42e608bc5dec1675f633734	1	10	3	0	0	0	1	-1	0
0c36bc8b0c51d3fbc875358d688b179f857d84ad	1	1	1	0	0	0	1	-1	0
5b3b0017ceb3e44ffbc8090214fba2122e17c70d	2	24	20	0	0	0	1	-1	0
3a9553a28d55e8ba2d9b217f021908dbb447c4f1	1	16	14	0	0	0	1	-1	0
78b279a9ea8e0ff3d862f60d5a2d03f1c0d3d1f2	2	0	4	0	0	0	1	-1	0
a301c0051b29ffb92bd79d4208609a3599eac800	1	2	2	0	0	0	1	-1	0
122f9f1693a103a126a03520d2840cce6a5d0dcd	1	14	0	0	0	0	1	-1	0
2a9533c3bd73fb8965d9530edb64768ee1c7f0e2	7	29	24	0	0	0	1	-1	0
8cd8974658dfcf7c04e4050e4d8fd9407879af99	2	84	0	0	0	0	1	-1	0
4838faf75f395d563ab8a931f1e0953035d27343	1	39	0	0	0	0	1	-1	0
b21f65208c5ecdd7e0858eb68b2c1ece7a01c04b	1	4	0	0	0	0	1	-1	0
95a9111ca93f4e4dc6ae3a365f350cca6f62e529	1	3	1	0	0	0	1	-1	0
92d95e659d151f76b2fbbdab45e13dfbd0410ccc	1	9	4	0	0	0	1	-1	0
dde5acdd76c0b52a1971013ca66472cf8088be0a	11	126	12	0	0	0	1	-1	0
d9d2fffef31d9229fa4f60b7d214ffd7c68f105a	1	4	1	0	0	0	1	-1	0
5cd27fb6d0a6ee3a9becedb0ff770ebf4d6945ea	1	6	0	0	0	0	1	-1	0
51e49ca32fb58e9adce578773d08b929d7c5ecc7	1	2	3	0	0	0	1	-1	0
8297891d91415fffb937215cb42b96924a2439b8	1	4	0	0	0	0	1	-1	0
a1d9fb37393fd7a0a09467cabe5ed6ef7173b903	4	25	3	0	0	0	1	-1	0
8744a252ab2f888a2eb854bf656c49f305d0cdf0	1	1	1	0	0	0	1	-1	0
82314f93e352652186fd144cb8a0e4173749348a	1	1	1	0	0	0	1	-1	0
08978229fc45144b0ffdadfb6166f871f841a165	1	37	1	0	0	0	1	-1	0
fa33cf10bafa9698a5c198a5be1f902b6b13e663	1	2	1	0	0	0	1	-1	0
33e7f78e9610c585e37a401604cfaa840fedee47	1	3	4	0	0	0	1	-1	0
eb62dff3a19fbd8bf68607f3f00b528f0d9e21a4	1	2	1	0	0	0	1	-1	0
2eee703c3f242d0a52b25caec640b024d76712bf	4	45	5	0	0	0	1	-1	0
fbad52ef18f361e017bd466ec986e846b33f9776	4	26	4	0	0	0	1	-1	0
10ac136f059cef77614d033d23b15c7c651837bc	1	5	0	0	0	0	1	-1	0
9b60f49b855cd85d91f26ae6b507943cd533a630	1	5	16	0	0	0	1	-1	0
5729a7056f991af87e4ac62bb0376d1ef5010794	1	1	1	0	0	0	1	-1	0
2842d90ee343ce6d93ed697027044ae381c4188d	1	4	0	0	0	0	1	-1	0
46502fbc48a3fad6a88664e4ac96605c9542e8cf	1	1	1	0	0	0	1	-1	0
46e5f0fc2c29052d8fa7aecf7c30d9ad94f89b22	6	14	1	0	0	0	1	-1	0
f3bb804f75805f89ccc6891fbcd7255551607470	1	1	1	0	0	0	1	-1	0
02af9371ba10d4467e2f5f35ba2e7a7d5ae516bf	1	1	3	0	0	0	1	-1	0
558cf79d924c7435b35cbaded2a8d34c6eebe9ff	1	0	4	0	0	0	1	-1	0
7cf27cf134e4c0e0636d5cf10fe051b0977f169c	1	3	1	0	0	0	1	-1	0
6a65ea81132136764012fa2fa19dce1369d9130a	1	10	0	0	0	0	1	-1	0
021d88edddc5db87f585dd5b0f168f3a65abdb64	2	2	2	0	0	0	1	-1	0
f8198316138d134a75b3f734a4c7c3c86e452411	1	2	1	0	0	0	1	-1	0
941740b4e9367094ef6d10721d435f09df34de50	1	0	1	0	0	0	1	-1	0
b39c19d263106016b0d840936ea4a82aadd8d63e	1	6	1	0	0	0	1	-1	0
b9491396ab25ff69e5b023d15b4ae8beaf79734d	2	21	17	0	0	0	1	-1	0
